"parent_model_code","line_no","component_model_code","quantity","unit_price","component_kind","set_head"
"AF90H17D35WS","1","AF90H17D35WN","1.00","1464000.00","INDOOR","True"
"AF90H17D35WS","2","AF90H17D0QBX","1.00","976000.00","OUTDOOR","False"
"AF90H17D38ERS","1","AF90H17D38EN","1.00","1592000.00","INDOOR","True"
"AF90H17D38ERS","2","AF90H17D01BX","1.00","1061000.00","OUTDOOR","False"
"AF90H17D38ERS","3","AR70H06D1A1Q","1.00","287000.00","ACCESSORY","False"
"AF90H17D38ES","1","AF90H17D38EN","1.00","1596000.00","INDOOR","True"
"AF90H17D38ES","2","AF90H17D01BX","1.00","1064000.00","OUTDOOR","False"
"AF90H17D38WRS","1","AF90H17D38WN","1.00","1592000.00","INDOOR","True"
"AF90H17D38WRS","2","AF90H17D01BX","1.00","1061000.00","OUTDOOR","False"
"AF90H17D38WRS","3","AR70H06D1A1Q","1.00","287000.00","ACCESSORY","False"
"AF90H17D38WS","1","AF90H17D38WN","1.00","1596000.00","INDOOR","True"
"AF90H17D38WS","2","AF90H17D01BX","1.00","1064000.00","OUTDOOR","False"
"AF90H19D24GRS","1","AF90H19D24GN","1.00","1442000.00","INDOOR","True"
"AF90H19D24GRS","2","AF90H19D0PBX","1.00","961000.00","OUTDOOR","False"
"AF90H19D24GRS","3","AR70H06D1A1Q","1.00","287000.00","ACCESSORY","False"
"AF90H19D24GS","1","AF90H19D24GN","1.00","1440000.00","INDOOR","True"
"AF90H19D24GS","2","AF90H19D0PBX","1.00","960000.00","OUTDOOR","False"
"AF90H19D24SRS","1","AF90H19D24SN","1.00","1442000.00","INDOOR","True"
"AF90H19D24SRS","2","AF90H19D0PBX","1.00","961000.00","OUTDOOR","False"
"AF90H19D24SRS","3","AR70H06D1A1Q","1.00","287000.00","ACCESSORY","False"
"AF90H19D24SS","1","AF90H19D24SN","1.00","1440000.00","INDOOR","True"
"AF90H19D24SS","2","AF90H19D0PBX","1.00","960000.00","OUTDOOR","False"
"AF90H19D27SRS","1","AF90H19D27SN","1.00","1616000.00","INDOOR","True"
"AF90H19D27SRS","2","AF90H19D01BX","1.00","1077000.00","OUTDOOR","False"
"AF90H19D27SRS","3","AR70H06D1A1Q","1.00","287000.00","ACCESSORY","False"
"AF90H19D27SS","1","AF90H19D27SN","1.00","1614000.00","INDOOR","True"
"AF90H19D27SS","2","AF90H19D01BX","1.00","1076000.00","OUTDOOR","False"
"AF90H19D35ERS","1","AF90H19D35EN","1.00","1508000.00","INDOOR","True"
"AF90H19D35ERS","2","AF90H19D0PBX","1.00","1005000.00","OUTDOOR","False"
"AF90H19D35ERS","3","AR70H06D1A1Q","1.00","287000.00","ACCESSORY","False"
"AF90H19D35ES","1","AF90H19D35EN","1.00","1506000.00","INDOOR","True"
"AF90H19D35ES","2","AF90H19D0PBX","1.00","1004000.00","OUTDOOR","False"
"AF90H19D35WRS","1","AF90H19D35WN","1.00","1508000.00","INDOOR","True"
"AF90H19D35WRS","2","AF90H19D0PBX","1.00","1005000.00","OUTDOOR","False"
"AF90H19D35WRS","3","AR70H06D1A1Q","1.00","287000.00","ACCESSORY","False"
"AF90H19D35WS","1","AF90H19D35WN","1.00","1506000.00","INDOOR","True"
"AF90H19D35WS","2","AF90H19D0PBX","1.00","1004000.00","OUTDOOR","False"
"AF90H19D38WRS","1","AF90H19D38WN","1.00","1724000.00","INDOOR","True"
"AF90H19D38WRS","2","AF90H19D01BX","1.00","1149000.00","OUTDOOR","False"
"AF90H19D38WRS","3","AR70H06D1A1Q","1.00","287000.00","ACCESSORY","False"
"AF90H19D38WS","1","AF90H19D38WN","1.00","1722000.00","INDOOR","True"
"AF90H19D38WS","2","AF90H19D01BX","1.00","1148000.00","OUTDOOR","False"
"AF90H22D35ERS","1","AF90H22D35EN","1.00","1880000.00","INDOOR","True"
"AF90H22D35ERS","2","AF90H22D01BX","1.00","1253000.00","OUTDOOR","False"
"AF90H22D35ERS","3","AR70H06D1A1Q","1.00","287000.00","ACCESSORY","False"
"AF90H22D35ES","1","AF90H22D35EN","1.00","1878000.00","INDOOR","True"
"AF90H22D35ES","2","AF90H22D01BX","1.00","1252000.00","OUTDOOR","False"
"AF90H22D35WRS","1","AF90H22D35WN","1.00","1880000.00","INDOOR","True"
"AF90H22D35WRS","2","AF90H22D01BX","1.00","1253000.00","OUTDOOR","False"
"AF90H22D35WRS","3","AR70H06D1A1Q","1.00","287000.00","ACCESSORY","False"
"AF90H22D35WS","1","AF90H22D35WN","1.00","1878000.00","INDOOR","True"
"AF90H22D35WS","2","AF90H22D01BX","1.00","1252000.00","OUTDOOR","False"
"AF90H22D36WRS","1","AF90H22D36WN","1.00","2104000.00","INDOOR","True"
"AF90H22D36WRS","2","AF90H22D01BX","1.00","1403000.00","OUTDOOR","False"
"AF90H22D36WRS","3","AR80H06D2A1Q","1.00","433000.00","ACCESSORY","False"
"AF90H22D36WS","1","AF90H22D36WN","1.00","2088000.00","INDOOR","True"
"AF90H22D36WS","2","AF90H22D01BX","1.00","1392000.00","OUTDOOR","False"
"AF90H25D36WRS","1","AF90H25D36WN","1.00","2650000.00","INDOOR","True"
"AF90H25D36WRS","2","AF90H25D01BX","1.00","1767000.00","OUTDOOR","False"
"AF90H25D36WRS","3","AR80H06D2A1Q","1.00","433000.00","ACCESSORY","False"
"AF90H25D36WS","1","AF90H25D36WN","1.00","2640000.00","INDOOR","True"
"AF90H25D36WS","2","AF90H25D01BX","1.00","1760000.00","OUTDOOR","False"
"AP052BAPPBH2S","1","AP052BNPPBH1","1.00","476000.00","INDOOR","True"
"AP052BAPPBH2S","2","AP052BXPPBH3","1.00","714000.00","OUTDOOR","False"
"AP052CAPPBH1S","1","AP052CNPPBH1","1.00","0.00","INDOOR","True"
"AP052CAPPBH1S","2","AC052CXAPBH1","1.00","0.00","OUTDOOR","False"
"AP052CSPFBH2SPP","1","AP052CNPFBH1PP","1.00","840000.00","INDOOR","True"
"AP052CSPFBH2SPP","2","AP052CXPFBH1PP","1.00","1260000.00","OUTDOOR","False"
"AP060BAPPBH2S","1","AP060RNPPBH1","1.00","480000.00","INDOOR","True"
"AP060BAPPBH2S","2","AC060BXAPBH3","1.00","720000.00","OUTDOOR","False"
"AP060CAPPBH1S","1","AP060CNPPBH1","1.00","600000.00","INDOOR","True"
"AP060CAPPBH1S","2","AC060CXAPBH1","1.00","900000.00","OUTDOOR","False"
"AP060CSPFBH2SPP","1","AP060CNPFBH1PP","1.00","952000.00","INDOOR","True"
"AP060CSPFBH2SPP","2","AP060CXPFBH1PP","1.00","1428000.00","OUTDOOR","False"
"AP072BAPDBH2S","1","AP072BNPDBH1","1.00","412000.00","INDOOR","True"
"AP072BAPDBH2S","2","AP072BXPDBH1","1.00","618000.00","OUTDOOR","False"
"AP072BAPPBH2S","1","AP072BNPPBH1","1.00","520000.00","INDOOR","True"
"AP072BAPPBH2S","2","AC072BXAPBH5","1.00","780000.00","OUTDOOR","False"
"AP072CAPPBH1S","1","AP072CNPPBH1","1.00","676000.00","INDOOR","True"
"AP072CAPPBH1S","2","AC072CXAPBH1","1.00","1014000.00","OUTDOOR","False"
"AP072CSPFBH2SPP","1","AP072CNPFBH1PP","1.00","1012000.00","INDOOR","True"
"AP072CSPFBH2SPP","2","AP072CXPFBH1PP","1.00","1518000.00","OUTDOOR","False"
"AP083BAPPBH2S","1","AP083BNPPBH1","1.00","544000.00","INDOOR","True"
"AP083BAPPBH2S","2","AP083BXPPBH3","1.00","816000.00","OUTDOOR","False"
"AP083BSPPBH6SY","1","AP083BNPPBH6","1.00","612000.00","INDOOR","True"
"AP083BSPPBH6SY","2","AP083BXPPBH3","1.00","918000.00","OUTDOOR","False"
"AP083BSPPBH7SY","1","AP083BNPPBH7","1.00","612000.00","INDOOR","True"
"AP083BSPPBH7SY","2","AP083BXPPBH3","1.00","918000.00","OUTDOOR","False"
"AP083BSPPBH8SY","1","AP083BNPPBH8","1.00","612000.00","INDOOR","True"
"AP083BSPPBH8SY","2","AP083BXPPBH3","1.00","918000.00","OUTDOOR","False"
"AP083CAPPBH1S","1","AP083CNPPBH1","1.00","696000.00","INDOOR","True"
"AP083CAPPBH1S","2","AC083CXAPBH1","1.00","1044000.00","OUTDOOR","False"
"AP083CSPDBC1S","1","AP083CNPDBC1","1.00","460000.00","INDOOR","True"
"AP083CSPDBC1S","2","AC083CXADBC1","1.00","690000.00","OUTDOOR","False"
"AP083CSPFBH2SPP","1","AP083CNPFBH1PP","1.00","1060000.00","INDOOR","True"
"AP083CSPFBH2SPP","2","AP083CXPFBH1PP","1.00","1590000.00","OUTDOOR","False"
"AP110BAPPBH2S","1","AP110RNPPBH1","1.00","700000.00","INDOOR","True"
"AP110BAPPBH2S","2","AC110BXAPBH3","1.00","1050000.00","OUTDOOR","False"
"AP110BAPPHH2S","1","AC110BXAPHH3","1.00","1050000.00","OUTDOOR","True"
"AP110BAPPHH2S","2","AP110RNPPHH1","1.00","700000.00","INDOOR","False"
"AP110BSPPBH6SY","1","AP110RNPPBH6","1.00","780000.00","INDOOR","True"
"AP110BSPPBH6SY","2","AC110BXAPBH3","1.00","1170000.00","OUTDOOR","False"
"AP110BSPPBH7SY","1","AP110RNPPBH7","1.00","780000.00","INDOOR","True"
"AP110BSPPBH7SY","2","AC110BXAPBH3","1.00","1170000.00","OUTDOOR","False"
"AP110BSPPBH8SY","1","AP110RNPPBH8","1.00","780000.00","INDOOR","True"
"AP110BSPPBH8SY","2","AC110BXAPBH3","1.00","1170000.00","OUTDOOR","False"
"AP110BSPPHH6SY","1","AP110RNPPHH6","1.00","780000.00","INDOOR","True"
"AP110BSPPHH6SY","2","AC110BXAPHH3","1.00","1170000.00","OUTDOOR","False"
"AP110BSPPHH7SY","1","AP110RNPPHH7","1.00","780000.00","INDOOR","True"
"AP110BSPPHH7SY","2","AC110BXAPHH3","1.00","1170000.00","OUTDOOR","False"
"AP110BSPPHH8SY","1","AP110RNPPHH8","1.00","780000.00","INDOOR","True"
"AP110BSPPHH8SY","2","AC110BXAPHH3","1.00","1170000.00","OUTDOOR","False"
"AP110CAPPBH1S","1","AP110CNPPBH1","1.00","852000.00","INDOOR","True"
"AP110CAPPBH1S","2","AC110CXAPBH1","1.00","1278000.00","OUTDOOR","False"
"AP110CAPPHH1S","1","AP110CNPPHH1","1.00","852000.00","INDOOR","True"
"AP110CAPPHH1S","2","AC110CXAPHH1","1.00","1278000.00","OUTDOOR","False"
"AP110CSPDBC1S","1","AP110CNPDBC1","1.00","588000.00","INDOOR","True"
"AP110CSPDBC1S","2","AC110CXADBC1","1.00","882000.00","OUTDOOR","False"
"AP130BAPDBH2S","1","AP130BNPDBH1","1.00","612000.00","INDOOR","True"
"AP130BAPDBH2S","2","AP130BXPDBH1","1.00","918000.00","OUTDOOR","False"
"AP130BAPPBH2S","1","AP130RNPPBH1","1.00","772000.00","INDOOR","True"
"AP130BAPPBH2S","2","AC130BXAPBH3","1.00","1158000.00","OUTDOOR","False"
"AP130BAPPHH2S","1","AP130RNPPBH1","1.00","772000.00","INDOOR","True"
"AP130BAPPHH2S","2","AC130BXAPHH3","1.00","1158000.00","OUTDOOR","False"
"AP130CAPPBH1S","1","AP130CNPPBH1","1.00","996000.00","INDOOR","True"
"AP130CAPPBH1S","2","AC130CXAPBH1","1.00","1494000.00","OUTDOOR","False"
"AP130CAPPHH1S","1","AP130CNPPHH1","1.00","996000.00","INDOOR","True"
"AP130CAPPHH1S","2","AC130CXAPHH1","1.00","1494000.00","OUTDOOR","False"
"AP145BAPDHH2S","1","AP145RNPDHH1","1.00","644000.00","INDOOR","True"
"AP145BAPDHH2S","2","AC145BXADHH1","1.00","966000.00","OUTDOOR","False"
"AP145BAPPHH2S","1","AP145BNPPHH1","1.00","756000.00","INDOOR","True"
"AP145BAPPHH2S","2","AC145BXAPHH5","1.00","1134000.00","OUTDOOR","False"
"AP145BSPPHH6SY","1","AP145BNPPHH6","1.00","940000.00","INDOOR","True"
"AP145BSPPHH6SY","2","AC145BXAPHH5","1.00","1410000.00","OUTDOOR","False"
"AP145BSPPHH7SY","1","AP145BNPPHH7","1.00","940000.00","INDOOR","True"
"AP145BSPPHH7SY","2","AC145BXAPHH5","1.00","1410000.00","OUTDOOR","False"
"AP145BSPPHH8SY","1","AP145BNPPHH8","1.00","940000.00","INDOOR","True"
"AP145BSPPHH8SY","2","AC145BXAPHH5","1.00","1410000.00","OUTDOOR","False"
"AP145CAPPHH1S","1","AP145CNPPHH1","1.00","964000.00","INDOOR","True"
"AP145CAPPHH1S","2","AC145CXAPHH1","1.00","1446000.00","OUTDOOR","False"
"AP145CSPDHC1S","1","AP145CNPDHC1","1.00","768000.00","INDOOR","True"
"AP145CSPDHC1S","2","AP145CXPDHC1","1.00","1152000.00","OUTDOOR","False"
"AP230DAPDHH1S","1","AP230DNPDHH1","1.00","1680000.00","INDOOR","True"
"AP230DAPDHH1S","2","AP230DXPDHH1","1.00","2520000.00","OUTDOOR","False"
"AP290DAPDHH1S","1","AP290DNPDHH1","1.00","1860000.00","INDOOR","True"
"AP290DAPDHH1S","2","AP290DXPDHH1","1.00","2790000.00","OUTDOOR","False"
"AR06D1150HZS","1","AR06D1150HZN","1.00","144000.00","INDOOR","True"
"AR06D1150HZS","2","AR06D1150HAX","1.00","216000.00","OUTDOOR","False"
"AR07C9180HZS","1","AR07C9180HZN","1.00","332000.00","INDOOR","True"
"AR07C9180HZS","2","AR07C9180HCX","1.00","498000.00","OUTDOOR","False"
"AR07C9181HZS","1","AR07C9181HZN","1.00","460000.00","INDOOR","True"
"AR07C9181HZS","2","AR07C9181HEX","1.00","690000.00","OUTDOOR","False"
"AR07D9150HZS","1","AR07D9150HZN","1.00","226000.00","INDOOR","True"
"AR07D9150HZS","2","AR07D9150HAX","1.00","339000.00","OUTDOOR","False"
"AR07D9151HZS","1","AR07D9151HZN","1.00","276000.00","INDOOR","True"
"AR07D9151HZS","2","AR07D9151HCX","1.00","414000.00","OUTDOOR","False"
"AR07D9181HZS","1","AR07D9181HZN","1.00","320000.00","INDOOR","True"
"AR07D9181HZS","2","AR07D9181HCX","1.00","480000.00","OUTDOOR","False"
"AR09C9180HZS","1","AR09C9180HZN","1.00","356000.00","INDOOR","True"
"AR09C9180HZS","2","AR09C9180HCX","1.00","534000.00","OUTDOOR","False"
"AR09D9150HZS","1","AR09D9150HZN","1.00","296000.00","INDOOR","True"
"AR09D9150HZS","2","AR09D9150HCX","1.00","444000.00","OUTDOOR","False"
"AR10B5150HZS","1","AR10B5150HZN","1.00","200000.00","INDOOR","True"
"AR10B5150HZS","2","AR10B5150HAX","1.00","300000.00","OUTDOOR","False"
"AR11C9180HZS","1","AR11C9180HZN","1.00","396000.00","INDOOR","True"
"AR11C9180HZS","2","AR11C9180HDX","1.00","594000.00","OUTDOOR","False"
"AR11D9150HZS","1","AR11D9150HZN","1.00","300000.00","INDOOR","True"
"AR11D9150HZS","2","AR11D9150HDX","1.00","450000.00","OUTDOOR","False"
"AR13C9180HZS","1","AR13C9180HZN","1.00","420000.00","INDOOR","True"
"AR13C9180HZS","2","AR13C9180HEX","1.00","630000.00","OUTDOOR","False"
"AR13D9150HZS","1","AR13D9150HZN","1.00","344000.00","INDOOR","True"
"AR13D9150HZS","2","AR13D9150HDX","1.00","516000.00","OUTDOOR","False"
"AR15D9150HZS","1","AR15D9150HZN","1.00","372000.00","INDOOR","True"
"AR15D9150HZS","2","AR15D9150HDX","1.00","558000.00","OUTDOOR","False"
"AR16C9180HZS","1","AR16C9180HZN","1.00","480000.00","INDOOR","True"
"AR16C9180HZS","2","AR16C9180HEX","1.00","720000.00","OUTDOOR","False"
"AR50F10D13HS","1","AR50F10D13HNKO","1.00","194000.00","INDOOR","True"
"AR50F10D13HS","2","AR50F10D13HXKO","1.00","292000.00","OUTDOOR","False"
"AR50F10D13HS","3","ARR-NK3F","1.00","34000.00","REMOTE","False"
"AR60F07C11WS","1","AR60F07C11WNKO","1.00","446000.00","INDOOR","True"
"AR60F07C11WS","2","AR60F07C11WXKO","1.00","670000.00","OUTDOOR","False"
"AR60F07C11WS","3","ARR-WK8F","1.00","34000.00","REMOTE","False"
"AR60F07C12WS","1","AR60F07C12WNKO","1.00","322000.00","INDOOR","True"
"AR60F07C12WS","2","AR60F07C12WXKO","1.00","484000.00","OUTDOOR","False"
"AR60F07C12WS","3","ARR-WK8F","1.00","34000.00","REMOTE","False"
"AR60F07C14WS","1","AR60F07C14WNKO","1.00","306000.00","INDOOR","True"
"AR60F07C14WS","2","AR60F07C14WXKO","1.00","460000.00","OUTDOOR","False"
"AR60F07C14WS","3","ARR-WK8F","1.00","34000.00","REMOTE","False"
"AR60F07D11WS","1","AR60F07D11WNKO","1.00","266000.00","INDOOR","True"
"AR60F07D11WS","2","AR60F07D11WXKO","1.00","400000.00","OUTDOOR","False"
"AR60F07D11WS","3","ARR-WK8F","1.00","34000.00","REMOTE","False"
"AR60F07D12WS","1","AR60F07D12WNKO","1.00","222000.00","INDOOR","True"
"AR60F07D12WS","2","AR60F07D12WXKO","1.00","334000.00","OUTDOOR","False"
"AR60F07D12WS","3","ARR-WK8F","1.00","34000.00","REMOTE","False"
"AR60F09C13WS","1","AR60F09C13WNKO","1.00","354000.00","INDOOR","True"
"AR60F09C13WS","2","AR60F09C13WXKO","1.00","532000.00","OUTDOOR","False"
"AR60F09C13WS","3","ARR-WK8F","1.00","34000.00","REMOTE","False"
"AR60F09D11WS","1","AR60F09D11WNKO","1.00","290000.00","INDOOR","True"
"AR60F09D11WS","2","AR60F09D11WXKO","1.00","436000.00","OUTDOOR","False"
"AR60F09D11WS","3","ARR-WK8F","1.00","34000.00","REMOTE","False"
"AR60F11C13WS","1","AR60F11C13WNKO","1.00","394000.00","INDOOR","True"
"AR60F11C13WS","2","AR60F11C13WXKO","1.00","592000.00","OUTDOOR","False"
"AR60F11C13WS","3","ARR-WK8F","1.00","34000.00","REMOTE","False"
"AR60F11D11WS","1","AR60F11D11WNKO","1.00","298000.00","INDOOR","True"
"AR60F11D11WS","2","AR60F11D11WXKO","1.00","448000.00","OUTDOOR","False"
"AR60F11D11WS","3","ARR-WK8F","1.00","34000.00","REMOTE","False"
"AR60F13C13WS","1","AR60F13C13WNKO","1.00","418000.00","INDOOR","True"
"AR60F13C13WS","2","AR60F13C13WXKO","1.00","628000.00","OUTDOOR","False"
"AR60F13C13WS","3","ARR-WK8F","1.00","34000.00","REMOTE","False"
"AR60F13D12WS","1","AR60F13D12WNKO","1.00","346000.00","INDOOR","True"
"AR60F13D12WS","2","AR60F13D12WXKO","1.00","520000.00","OUTDOOR","False"
"AR60F13D12WS","3","ARR-WK8F","1.00","34000.00","REMOTE","False"
"AR60F15D12WS","1","AR60F15D12WNKO","1.00","370000.00","INDOOR","True"
"AR60F15D12WS","2","AR60F15D12WXKO","1.00","556000.00","OUTDOOR","False"
"AR60F15D12WS","3","ARR-WK8F","1.00","34000.00","REMOTE","False"
"AR60F16C14WS","1","AR60F16C14WNKO","1.00","486000.00","INDOOR","True"
"AR60F16C14WS","2","AR60F16C14WXKO","1.00","730000.00","OUTDOOR","False"
"AR60F16C14WS","3","ARR-WK8F","1.00","34000.00","REMOTE","False"
"AR80F07D21WS","1","AR80F07D21WNKO","1.00","374000.00","INDOOR","True"
"AR80F07D21WS","2","AR80F07D21WXKO","1.00","562000.00","OUTDOOR","False"
"AR80F07D21WS","3","ARR-PK8F","1.00","34000.00","REMOTE","False"
