"parent_model_code","line_no","component_model_code","quantity","unit_price","component_kind","set_head"
"AC023CS1DBC1SY","1","AC023CN1DBC1","1.00","255700.00","INDOOR","True"
"AC023CS1DBC1SY","2","AC023CX1DBC1","1.00","383600.00","OUTDOOR","False"
"AC023CS1DBC1SY","3","PC1NWSK3NW","1.00","84700.00","PANEL","False"
"AC023CS1DBC1SY","4","AR-EC05","1.00","16000.00","REMOTE","False"
"AC023CS1PBH1SY","1","AC023CN1PBH1","1.00","328615.00","INDOOR","True"
"AC023CS1PBH1SY","2","AC023CX1PBH1","1.00","492770.00","OUTDOOR","False"
"AC023CS1PBH1SY","3","PC1NWSK3NW","1.00","84700.00","PANEL","False"
"AC023CS1PBH1SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC032CS1DBC1SY","1","AC032CN1DBC1","1.00","283700.00","INDOOR","True"
"AC032CS1DBC1SY","2","AC032CX1DBC1","1.00","425600.00","OUTDOOR","False"
"AC032CS1DBC1SY","3","PC1NWSK3NW","1.00","84700.00","PANEL","False"
"AC032CS1DBC1SY","4","AR-EC05","1.00","16000.00","REMOTE","False"
"AC032CS1PBH1SY","1","AC032CN1PBH1","1.00","344615.00","INDOOR","True"
"AC032CS1PBH1SY","2","AC032CX1PBH1","1.00","516770.00","OUTDOOR","False"
"AC032CS1PBH1SY","3","PC1NWSK3NW","1.00","84700.00","PANEL","False"
"AC032CS1PBH1SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC040CS1DBC1SY","1","AC040CN1DBC1","1.00","335700.00","INDOOR","True"
"AC040CS1DBC1SY","2","AC040CX1DBC1","1.00","503600.00","OUTDOOR","False"
"AC040CS1DBC1SY","3","PC1NWSK3NW","1.00","84700.00","PANEL","False"
"AC040CS1DBC1SY","4","AR-EC05","1.00","16000.00","REMOTE","False"
"AC040CS1PBH1SY","1","AC040CN1PBH1","1.00","428615.00","INDOOR","True"
"AC040CS1PBH1SY","2","AC040CX1PBH1","1.00","642770.00","OUTDOOR","False"
"AC040CS1PBH1SY","3","PC1NWSK3NW","1.00","84700.00","PANEL","False"
"AC040CS1PBH1SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC052CS1DBC1SY","1","AC052CN1DBC1","1.00","377580.00","INDOOR","True"
"AC052CS1DBC1SY","2","AC052CX1DBC1","1.00","567840.00","OUTDOOR","False"
"AC052CS1DBC1SY","3","PC1BWSK3NW","1.00","118580.00","PANEL","False"
"AC052CS1DBC1SY","4","AR-EC05","1.00","16000.00","REMOTE","False"
"AC052CS1PBH1SY","1","AC052CN1PBH1","1.00","530495.00","INDOOR","True"
"AC052CS1PBH1SY","2","AC052CX1PBH1","1.00","797010.00","OUTDOOR","False"
"AC052CS1PBH1SY","3","PC1BWSK3NW","1.00","118580.00","PANEL","False"
"AC052CS1PBH1SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC060BS4PBH7SY","1","AC060BN4PBH1","1.00","472975.00","INDOOR","True"
"AC060BS4PBH7SY","2","AC060BXAPBH3","1.00","709050.00","OUTDOOR","False"
"AC060BS4PBH7SY","3","PC4NUFK1NW","1.00","104060.00","PANEL","False"
"AC060BS4PBH7SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC060CS1DBC1SY","1","AC060CN1DBC1","1.00","381580.00","INDOOR","True"
"AC060CS1DBC1SY","2","AC060CX1DBC1","1.00","573840.00","OUTDOOR","False"
"AC060CS1DBC1SY","3","PC1BWSK3NW","1.00","118580.00","PANEL","False"
"AC060CS1DBC1SY","4","AR-EC05","1.00","16000.00","REMOTE","False"
"AC060CS1PBH1SY","1","AC060CN1PBH1","1.00","550495.00","INDOOR","True"
"AC060CS1PBH1SY","2","AC060CX1PBH1","1.00","827010.00","OUTDOOR","False"
"AC060CS1PBH1SY","3","PC1BWSK3NW","1.00","118580.00","PANEL","False"
"AC060CS1PBH1SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC060CS4DBC1SY","1","AC060CN4DBC1","1.00","455060.00","INDOOR","True"
"AC060CS4DBC1SY","2","AC060CXADBC1","1.00","684880.00","OUTDOOR","False"
"AC060CS4DBC1SY","3","PC4NUFK1NW","1.00","104060.00","PANEL","False"
"AC060CS4DBC1SY","4","AR-EC05","1.00","16000.00","REMOTE","False"
"AC060CS4FBH2SY","1","AC060CN4FBH1","1.00","688975.00","INDOOR","True"
"AC060CS4FBH2SY","2","AC060CXAFBH1","1.00","1033050.00","OUTDOOR","False"
"AC060CS4FBH2SY","3","PC4NUFK1NW","1.00","104060.00","PANEL","False"
"AC060CS4FBH2SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC060CS4PBH2SY","1","AC060CN4PBH1","1.00","556975.00","INDOOR","True"
"AC060CS4PBH2SY","2","AC060CXAPBH1","1.00","835050.00","OUTDOOR","False"
"AC060CS4PBH2SY","3","PC4NUFK1NW","1.00","104060.00","PANEL","False"
"AC060CS4PBH2SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC060CS6PBH1SY","1","AC060CN6PBH1","1.00","616975.00","INDOOR","True"
"AC060CS6PBH1SY","2","AC060CXAPBH1","1.00","925050.00","OUTDOOR","False"
"AC060CS6PBH1SY","3","PC6NUNK1NW","1.00","104060.00","PANEL","False"
"AC060CS6PBH1SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC072BS4PBH7SY","1","AC072BN4PBH5","1.00","516975.00","INDOOR","True"
"AC072BS4PBH7SY","2","AC072BXAPBH5","1.00","775050.00","OUTDOOR","False"
"AC072BS4PBH7SY","3","PC4NUFK1NW","1.00","104060.00","PANEL","False"
"AC072BS4PBH7SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC072BSCPBH2SY","1","AC072BNCPBH1","1.00","565915.00","INDOOR","True"
"AC072BSCPBH2SY","2","AC072BXAPBH5","1.00","850170.00","OUTDOOR","False"
"AC072BSCPBH2SY","3","AR-EH05","1.00","13915.00","REMOTE","False"
"AC072CS1DBC1SY","1","AC072CN1DBC1","1.00","409580.00","INDOOR","True"
"AC072CS1DBC1SY","2","AC072CX1DBC1","1.00","615840.00","OUTDOOR","False"
"AC072CS1DBC1SY","3","PC1BWSK3NW","1.00","118580.00","PANEL","False"
"AC072CS1DBC1SY","4","AR-EC05","1.00","16000.00","REMOTE","False"
"AC072CS4DBC1SY","1","AC072CN4DBC1","1.00","463060.00","INDOOR","True"
"AC072CS4DBC1SY","2","AC072CXADBC1","1.00","696880.00","OUTDOOR","False"
"AC072CS4DBC1SY","3","PC4NUFK1NW","1.00","104060.00","PANEL","False"
"AC072CS4DBC1SY","4","AR-EC05","1.00","16000.00","REMOTE","False"
"AC072CS4FBH2SY","1","AC072CN4FBH1","1.00","780975.00","INDOOR","True"
"AC072CS4FBH2SY","2","AC072CXAFBH1","1.00","1171050.00","OUTDOOR","False"
"AC072CS4FBH2SY","3","PC4NUFK1NW","1.00","104060.00","PANEL","False"
"AC072CS4FBH2SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC072CS4PBH2SY","1","AC072CN4PBH1","1.00","620975.00","INDOOR","True"
"AC072CS4PBH2SY","2","AC072CXAPBH1","1.00","931050.00","OUTDOOR","False"
"AC072CS4PBH2SY","3","PC4NUFK1NW","1.00","104060.00","PANEL","False"
"AC072CS4PBH2SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC072CS6PBH1SY","1","AC072CN6PBH1","1.00","688975.00","INDOOR","True"
"AC072CS6PBH1SY","2","AC072CXAPBH1","1.00","1033050.00","OUTDOOR","False"
"AC072CS6PBH1SY","3","PC6NUNK1NW","1.00","104060.00","PANEL","False"
"AC072CS6PBH1SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC083CS4DBC1SY","1","AC083CN4DBC1","1.00","527060.00","INDOOR","True"
"AC083CS4DBC1SY","2","AC083CXADBC1","1.00","792880.00","OUTDOOR","False"
"AC083CS4DBC1SY","3","PC4NUFK1NW","1.00","104060.00","PANEL","False"
"AC083CS4DBC1SY","4","AR-EC05","1.00","16000.00","REMOTE","False"
"AC090BS4PBH7SY","1","AC090BN4PBH1","1.00","572975.00","INDOOR","True"
"AC090BS4PBH7SY","2","AC090BXAPBH3","1.00","859050.00","OUTDOOR","False"
"AC090BS4PBH7SY","3","PC4NUFK1NW","1.00","104060.00","PANEL","False"
"AC090BS4PBH7SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC090BSCPBH2SY","1","AC090BNCPBH1","1.00","589915.00","INDOOR","True"
"AC090BSCPBH2SY","2","AC090BXAPBH3","1.00","886170.00","OUTDOOR","False"
"AC090BSCPBH2SY","3","AR-EH05","1.00","13915.00","REMOTE","False"
"AC090CS4FBH2SY","1","AC090CN4FBH1","1.00","904975.00","INDOOR","True"
"AC090CS4FBH2SY","2","AC090CXAFBH1","1.00","1357050.00","OUTDOOR","False"
"AC090CS4FBH2SY","3","PC4NUFK1NW","1.00","104060.00","PANEL","False"
"AC090CS4FBH2SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC090CS4PBH2SY","1","AC090CN4PBH1","1.00","692975.00","INDOOR","True"
"AC090CS4PBH2SY","2","AC090CXAPBH1","1.00","1039050.00","OUTDOOR","False"
"AC090CS4PBH2SY","3","PC4NUFK1NW","1.00","104060.00","PANEL","False"
"AC090CS4PBH2SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC090CS6PBH1SY","1","AC090CN6PBH1","1.00","764975.00","INDOOR","True"
"AC090CS6PBH1SY","2","AC090CXAPBH1","1.00","1147050.00","OUTDOOR","False"
"AC090CS6PBH1SY","3","PC6NUNK1NW","1.00","104060.00","PANEL","False"
"AC090CS6PBH1SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC100BS4PBH7SY","1","AC100BN4PBH1","1.00","612975.00","INDOOR","True"
"AC100BS4PBH7SY","2","AC100BXAPBH3","1.00","919050.00","OUTDOOR","False"
"AC100BS4PBH7SY","3","PC4NUFK1NW","1.00","104060.00","PANEL","False"
"AC100BS4PBH7SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC100BS4PHH7SY","1","AC100BN4PBH1","1.00","612975.00","INDOOR","True"
"AC100BS4PHH7SY","2","AC100BXAPHH3","1.00","919050.00","OUTDOOR","False"
"AC100BS4PHH7SY","3","PC4NUFK1NW","1.00","104060.00","PANEL","False"
"AC100BS4PHH7SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC100CS4DBC1SY","1","AC100CN4DBC1","1.00","563060.00","INDOOR","True"
"AC100CS4DBC1SY","2","AC100CXADBC1","1.00","846880.00","OUTDOOR","False"
"AC100CS4DBC1SY","3","PC4NUFK1NW","1.00","104060.00","PANEL","False"
"AC100CS4DBC1SY","4","AR-EC05","1.00","16000.00","REMOTE","False"
"AC100CS4FBH2SY","1","AC100CN4FBH1","1.00","980975.00","INDOOR","True"
"AC100CS4FBH2SY","2","AC100CXAFBH1","1.00","1471050.00","OUTDOOR","False"
"AC100CS4FBH2SY","3","PC4NUFK1NW","1.00","104060.00","PANEL","False"
"AC100CS4FBH2SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC100CS4FHH2SY","1","AC100CN4FBH1","1.00","980975.00","INDOOR","True"
"AC100CS4FHH2SY","2","AC100CXAFHH1","1.00","1471050.00","OUTDOOR","False"
"AC100CS4FHH2SY","3","PC4NUFK1NW","1.00","104060.00","PANEL","False"
"AC100CS4FHH2SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC100CS4PBH2SY","1","AC100CN4PBH1","1.00","756975.00","INDOOR","True"
"AC100CS4PBH2SY","2","AC100CXAPBH1","1.00","1135050.00","OUTDOOR","False"
"AC100CS4PBH2SY","3","PC4NUFK1NW","1.00","104060.00","PANEL","False"
"AC100CS4PBH2SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC100CS4PHH2SY","1","AC100CN4PHH1","1.00","756975.00","INDOOR","True"
"AC100CS4PHH2SY","2","AC100CXAPHH1","1.00","1135050.00","OUTDOOR","False"
"AC100CS4PHH2SY","3","PC4NUFK1NW","1.00","104060.00","PANEL","False"
"AC100CS4PHH2SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC100CS6PBH1SY","1","AC100CN6PBH1","1.00","828975.00","INDOOR","True"
"AC100CS6PBH1SY","2","AC100CXAPBH1","1.00","1243050.00","OUTDOOR","False"
"AC100CS6PBH1SY","3","PC6NUNK1NW","1.00","104060.00","PANEL","False"
"AC100CS6PBH1SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC100CS6PHH1SY","1","AC100CN6PBH1","1.00","828975.00","INDOOR","True"
"AC100CS6PHH1SY","2","AC100CXAPHH1","1.00","1243050.00","OUTDOOR","False"
"AC100CS6PHH1SY","3","PC6NUNK1NW","1.00","104060.00","PANEL","False"
"AC100CS6PHH1SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC110BS4PBH7SY","1","AC110BN4PBH1","1.00","628975.00","INDOOR","True"
"AC110BS4PBH7SY","2","AC110BXAPBH3","1.00","943050.00","OUTDOOR","False"
"AC110BS4PBH7SY","3","PC4NUFK1NW","1.00","104060.00","PANEL","False"
"AC110BS4PBH7SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC110BS4PHH7SY","1","AC110BN4PBH1","1.00","628975.00","INDOOR","True"
"AC110BS4PHH7SY","2","AC110BXAPHH3","1.00","943050.00","OUTDOOR","False"
"AC110BS4PHH7SY","3","PC4NUFK1NW","1.00","104060.00","PANEL","False"
"AC110BS4PHH7SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC110CAMDBH1SY","1","AC110CNMDHH1","1.00","893375.00","INDOOR","True"
"AC110CAMDBH1SY","2","AC110BXADBH1","1.00","1341250.00","OUTDOOR","False"
"AC110CAMDBH1SY","3","AWR-WE13N","1.00","45375.00","REMOTE","False"
"AC110CAMDHH1SY","1","AC110CNMDHH1","1.00","893375.00","INDOOR","True"
"AC110CAMDHH1SY","2","AC110BXADHH1","1.00","1341250.00","OUTDOOR","False"
"AC110CAMDHH1SY","3","AWR-WE13N","1.00","45375.00","REMOTE","False"
"AC110CS4DBC1SY","1","AC110CN4DBC1","1.00","647060.00","INDOOR","True"
"AC110CS4DBC1SY","2","AC110CXADBC1","1.00","972880.00","OUTDOOR","False"
"AC110CS4DBC1SY","3","PC4NUFK1NW","1.00","104060.00","PANEL","False"
"AC110CS4DBC1SY","4","AR-EC05","1.00","16000.00","REMOTE","False"
"AC110CS4FBH2SY","1","AC110CN4FBH1","1.00","1024975.00","INDOOR","True"
"AC110CS4FBH2SY","2","AC110CXAFBH1","1.00","1537050.00","OUTDOOR","False"
"AC110CS4FBH2SY","3","PC4NUFK1NW","1.00","104060.00","PANEL","False"
"AC110CS4FBH2SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC110CS4FHH2SY","1","AC110CN4FBH1","1.00","1024975.00","INDOOR","True"
"AC110CS4FHH2SY","2","AC110CXAFHH1","1.00","1537050.00","OUTDOOR","False"
"AC110CS4FHH2SY","3","PC4NUFK1NW","1.00","104060.00","PANEL","False"
"AC110CS4FHH2SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC110CS4PBH2SY","1","AC110CN4PBH1","1.00","804975.00","INDOOR","True"
"AC110CS4PBH2SY","2","AC110CXAPBH1","1.00","1207050.00","OUTDOOR","False"
"AC110CS4PBH2SY","3","PC4NUFK1NW","1.00","104060.00","PANEL","False"
"AC110CS4PBH2SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC110CS4PHH2SY","1","AC110CN4PBH1","1.00","804975.00","INDOOR","True"
"AC110CS4PHH2SY","2","AC110CXAPHH1","1.00","1207050.00","OUTDOOR","False"
"AC110CS4PHH2SY","3","PC4NUFK1NW","1.00","104060.00","PANEL","False"
"AC110CS4PHH2SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC110CS6PBH1SY","1","AC110CN6PBH1","1.00","884975.00","INDOOR","True"
"AC110CS6PBH1SY","2","AC110CXAPBH1","1.00","1327050.00","OUTDOOR","False"
"AC110CS6PBH1SY","3","PC6NUNK1NW","1.00","104060.00","PANEL","False"
"AC110CS6PBH1SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC110CS6PHH1SY","1","AC110CN6PBH1","1.00","884975.00","INDOOR","True"
"AC110CS6PHH1SY","2","AC110CXAPHH1","1.00","1327050.00","OUTDOOR","False"
"AC110CS6PHH1SY","3","PC6NUNK1NW","1.00","104060.00","PANEL","False"
"AC110CS6PHH1SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC130BS4PBH7SY","1","AC130BN4PBH1","1.00","680975.00","INDOOR","True"
"AC130BS4PBH7SY","2","AC130BXAPBH3","1.00","1021050.00","OUTDOOR","False"
"AC130BS4PBH7SY","3","PC4NUFK1NW","1.00","104060.00","PANEL","False"
"AC130BS4PBH7SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC130BS4PHH7SY","1","AC130BN4PBH1","1.00","680975.00","INDOOR","True"
"AC130BS4PHH7SY","2","AC130BXAPHH3","1.00","1021050.00","OUTDOOR","False"
"AC130BS4PHH7SY","3","PC4NUFK1NW","1.00","104060.00","PANEL","False"
"AC130BS4PHH7SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC130BSCPHH2SY","1","AC130BNCPHH1","1.00","685915.00","INDOOR","True"
"AC130BSCPHH2SY","2","AC130BXAPHH3","1.00","1030170.00","OUTDOOR","False"
"AC130BSCPHH2SY","3","AR-EH05","1.00","13915.00","REMOTE","False"
"AC130CS4FBH2SY","1","AC130CN4FBH1","1.00","1120975.00","INDOOR","True"
"AC130CS4FBH2SY","2","AC130CXAFBH1","1.00","1681050.00","OUTDOOR","False"
"AC130CS4FBH2SY","3","PC4NUFK1NW","1.00","104060.00","PANEL","False"
"AC130CS4FBH2SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC130CS4FHH2SY","1","AC130CN4FBH1","1.00","1120975.00","INDOOR","True"
"AC130CS4FHH2SY","2","AC130CXAFHH1","1.00","1681050.00","OUTDOOR","False"
"AC130CS4FHH2SY","3","PC4NUFK1NW","1.00","104060.00","PANEL","False"
"AC130CS4FHH2SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC130CS4PBH2SY","1","AC130CN4PBH1","1.00","860975.00","INDOOR","True"
"AC130CS4PBH2SY","2","AC130CXAPBH1","1.00","1291050.00","OUTDOOR","False"
"AC130CS4PBH2SY","3","PC4NUFK1NW","1.00","104060.00","PANEL","False"
"AC130CS4PBH2SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC130CS4PHH2SY","1","AC130CN4PHH1","1.00","860975.00","INDOOR","True"
"AC130CS4PHH2SY","2","AC130CXAPHH1","1.00","1291050.00","OUTDOOR","False"
"AC130CS4PHH2SY","3","PC4NUFK1NW","1.00","104060.00","PANEL","False"
"AC130CS4PHH2SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC130CS6PBH1SY","1","AC130CN6PBH1","1.00","948975.00","INDOOR","True"
"AC130CS6PBH1SY","2","AC130CXAPBH1","1.00","1423050.00","OUTDOOR","False"
"AC130CS6PBH1SY","3","PC6NUNK1NW","1.00","104060.00","PANEL","False"
"AC130CS6PBH1SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC130CS6PHH1SY","1","AC130CN6PBH1","1.00","948975.00","INDOOR","True"
"AC130CS6PHH1SY","2","AC130CXAPHH1","1.00","1423050.00","OUTDOOR","False"
"AC130CS6PHH1SY","3","PC6NUNK1NW","1.00","104060.00","PANEL","False"
"AC130CS6PHH1SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC145BS4PHH7SY","1","AC145BN4PHH1","1.00","736975.00","INDOOR","True"
"AC145BS4PHH7SY","2","AC145BXAPHH5","1.00","1105050.00","OUTDOOR","False"
"AC145BS4PHH7SY","3","PC4NUFK1NW","1.00","104060.00","PANEL","False"
"AC145BS4PHH7SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC145BSCPHH2SY","1","AC145BNCPHH1","1.00","737915.00","INDOOR","True"
"AC145BSCPHH2SY","2","AC145BXAPHH5","1.00","1108170.00","OUTDOOR","False"
"AC145BSCPHH2SY","3","AR-EH05","1.00","13915.00","REMOTE","False"
"AC145CAMDHH1SY","1","AC145CNMDHH1","1.00","921375.00","INDOOR","True"
"AC145CAMDHH1SY","2","AC145BXADHH1","1.00","1383250.00","OUTDOOR","False"
"AC145CAMDHH1SY","3","AWR-WE13N","1.00","45375.00","REMOTE","False"
"AC145CS4DBC1SY","1","AC145CN4DBC1","1.00","747060.00","INDOOR","True"
"AC145CS4DBC1SY","2","AC145CXADBC1","1.00","1122880.00","OUTDOOR","False"
"AC145CS4DBC1SY","3","PC4NUFK1NW","1.00","104060.00","PANEL","False"
"AC145CS4DBC1SY","4","AR-EC05","1.00","16000.00","REMOTE","False"
"AC145CS4FHH2SY","1","AC145CN4FHH1","1.00","1168975.00","INDOOR","True"
"AC145CS4FHH2SY","2","AC145CXAFHH1","1.00","1753050.00","OUTDOOR","False"
"AC145CS4FHH2SY","3","PC4NUFK1NW","1.00","104060.00","PANEL","False"
"AC145CS4FHH2SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC145CS4PHH2SY","1","AC145CN4PHH1","1.00","884975.00","INDOOR","True"
"AC145CS4PHH2SY","2","AC145CXAPHH1","1.00","1327050.00","OUTDOOR","False"
"AC145CS4PHH2SY","3","PC4NUFK1NW","1.00","104060.00","PANEL","False"
"AC145CS4PHH2SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC145CS6PHH1SY","1","AC145CN6PHH1","1.00","928975.00","INDOOR","True"
"AC145CS6PHH1SY","2","AC145CXAPHH1","1.00","1393050.00","OUTDOOR","False"
"AC145CS6PHH1SY","3","PC6NUNK1NW","1.00","104060.00","PANEL","False"
"AC145CS6PHH1SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AC160CS4DHH1SY","1","AC160CN4DHH1","1.00","1032975.00","INDOOR","True"
"AC160CS4DHH1SY","2","AC160CXADHH1","1.00","1549050.00","OUTDOOR","False"
"AC160CS4DHH1SY","3","PC4NUFK1NW","1.00","104060.00","PANEL","False"
"AC160CS4DHH1SY","4","AR-EH05","1.00","13915.00","REMOTE","False"
"AF17B6474GZRS","1","AF17B6474GZN","1.00","684000.00","INDOOR","True"
"AF17B6474GZRS","2","AF17B6470DCX","1.00","456000.00","OUTDOOR","False"
"AF17B6474GZRS","3","AR06A9170HNQ","1.00","180000.00","ACCESSORY","False"
"AF17B6474GZS","1","AF17B6474GZN","1.00","684000.00","INDOOR","True"
"AF17B6474GZS","2","AF17B6470DCX","1.00","456000.00","OUTDOOR","False"
"AF17B6474TZRS","1","AF17B6474TZN","1.00","684000.00","INDOOR","True"
"AF17B6474TZRS","2","AF17B6470DCX","1.00","456000.00","OUTDOOR","False"
"AF17B6474TZRS","3","AR06A9170HNQ","1.00","180000.00","ACCESSORY","False"
"AF17B6474TZS","1","AF17B6474TZN","1.00","684000.00","INDOOR","True"
"AF17B6474TZS","2","AF17B6470DCX","1.00","456000.00","OUTDOOR","False"
"AF17B6474WZRS","1","AF17B6474WZN","1.00","684000.00","INDOOR","True"
"AF17B6474WZRS","2","AF17B6470DCX","1.00","456000.00","OUTDOOR","False"
"AF17B6474WZRS","3","AR06A9170HNQ","1.00","180000.00","ACCESSORY","False"
"AF17B6474WZS","1","AF17B6474WZN","1.00","684000.00","INDOOR","True"
"AF17B6474WZS","2","AF17B6470DCX","1.00","456000.00","OUTDOOR","False"
"AF17B7538GZRS","1","AF17B7538GZN","1.00","882000.00","INDOOR","True"
"AF17B7538GZRS","2","AF17B7530DCX","1.00","588000.00","OUTDOOR","False"
"AF17B7538GZRS","3","AR06B9150HNQ","1.00","180000.00","ACCESSORY","False"
"AF17B7538GZS","1","AF17B7538GZN","1.00","810000.00","INDOOR","True"
"AF17B7538GZS","2","AF17B7530DCX","1.00","540000.00","OUTDOOR","False"
"AF17B7538TZRS","1","AF17B7538TZN","1.00","882000.00","INDOOR","True"
"AF17B7538TZRS","2","AF17B7530DCX","1.00","588000.00","OUTDOOR","False"
"AF17B7538TZRS","3","AR06B9150HNQ","1.00","180000.00","ACCESSORY","False"
"AF17B7538TZS","1","AF17B7538TZN","1.00","858000.00","INDOOR","True"
"AF17B7538TZS","2","AF17B7530DCX","1.00","572000.00","OUTDOOR","False"
"AF17B7538WZRS","1","AF17B7538WZN","1.00","882000.00","INDOOR","True"
"AF17B7538WZRS","2","AF17B7530DCX","1.00","588000.00","OUTDOOR","False"
"AF17B7538WZRS","3","AR06B9150HNQ","1.00","180000.00","ACCESSORY","False"
"AF17B7538WZS","1","AF17B7538WZN","1.00","810000.00","INDOOR","True"
"AF17B7538WZS","2","AF17B7530DCX","1.00","540000.00","OUTDOOR","False"
"AF17DX738WSRS","1","AF17DX738WSN","1.00","1143000.00","INDOOR","True"
"AF17DX738WSRS","2","AF17DX730DCX","1.00","762000.00","OUTDOOR","False"
"AF17DX738WSRS","3","AR06D9151HNQ","1.00","250000.00","ACCESSORY","False"
"AF17DX738WSRS","4","AFR-TC9D","1.00","45000.00","REMOTE","False"
"AF17DX738WSS","1","AF17DX738WSN","1.00","1143000.00","INDOOR","True"
"AF17DX738WSS","2","AF17DX730DCX","1.00","762000.00","OUTDOOR","False"
"AF17DX738WSS","3","AFR-TC9D","1.00","45000.00","REMOTE","False"
"AF19B6474GZRS","1","AF19B6474GZN","1.00","720000.00","INDOOR","True"
"AF19B6474GZRS","2","AF19B6470DBX","1.00","480000.00","OUTDOOR","False"
"AF19B6474GZRS","3","AR06A9170HNQ","1.00","180000.00","ACCESSORY","False"
"AF19B6474GZS","1","AF19B6474GZN","1.00","720000.00","INDOOR","True"
"AF19B6474GZS","2","AF19B6470DBX","1.00","480000.00","OUTDOOR","False"
"AF19B6474TZRS","1","AF19B6474TZN","1.00","762000.00","INDOOR","True"
"AF19B6474TZRS","2","AF19B6470DBX","1.00","508000.00","OUTDOOR","False"
"AF19B6474TZRS","3","AR06A9170HNQ","1.00","180000.00","ACCESSORY","False"
"AF19B6474TZS","1","AF19B6474TZN","1.00","762000.00","INDOOR","True"
"AF19B6474TZS","2","AF19B6470DBX","1.00","508000.00","OUTDOOR","False"
"AF19B6474WZRS","1","AF19B6474WZN","1.00","762000.00","INDOOR","True"
"AF19B6474WZRS","2","AF19B6470DBX","1.00","508000.00","OUTDOOR","False"
"AF19B6474WZRS","3","AR06A9170HNQ","1.00","180000.00","ACCESSORY","False"
"AF19B6474WZS","1","AF19B6474WZN","1.00","720000.00","INDOOR","True"
"AF19B6474WZS","2","AF19B6470DBX","1.00","480000.00","OUTDOOR","False"
"AF19B7534GZRS","1","AF19B7534GZN","1.00","972000.00","INDOOR","True"
"AF19B7534GZRS","2","AF19B7530DBX","1.00","648000.00","OUTDOOR","False"
"AF19B7534GZRS","3","AR06B9150HNQ","1.00","180000.00","ACCESSORY","False"
"AF19B7534GZS","1","AF19B7534GZN","1.00","960000.00","INDOOR","True"
"AF19B7534GZS","2","AF19B7530DBX","1.00","640000.00","OUTDOOR","False"
"AF19B7534TZRS","1","AF19B7534TZN","1.00","972000.00","INDOOR","True"
"AF19B7534TZRS","2","AF19B7530DBX","1.00","648000.00","OUTDOOR","False"
